file_name,file_type,label,colors,height,width,img_variance
777_449px-Persepolis_24,jpg,Achaemenid architecture,Y,599,449,2184.081078832201
777_449px-Persepolis_24,jpg,Achaemenid architecture,Y,599,449,2184.081078832201
834_800px-Takht-e-Jamshid,JPG,Achaemenid architecture,Y,600,800,829.3460131944446
835_800px-Tachar_Persepolis_Iran,JPG,Achaemenid architecture,Y,600,800,3458.3087152534476
841_800px-Takhteh_Jamshid,jpg,Achaemenid architecture,Y,469,800,11462.657373197717
843_800px-Persepolis_06 2,jpg,Achaemenid architecture,Y,600,800,305.57455855016934
843_800px-Persepolis_06,jpg,Achaemenid architecture,Y,600,800,305.57455855016934
848_800px-Persepolis_24,jpg,Achaemenid architecture,Y,600,800,3303.3199152725615
853_Persepolis_T_Chipiez,jpg,Achaemenid architecture,Y,392,600,6433.659735630698
854_800px-Tashra,jpg,Achaemenid architecture,Y,600,800,2420.2084968225654
859_591px-Persepolis_recreated,jpg,Achaemenid architecture,Y,600,591,776.3561312047481
861_450px-Persepolis_24,jpg,Achaemenid architecture,Y,600,450,3409.6944358916257
863_lossy-page1-755px-Tachar-Persepolis-Iran,jpg,Achaemenid architecture,Y,600,755,291.7031456350549
10_Mount_Clemens_Craftsman,jpg,American craftsman style,Y,480,640,1555.1240495730929
12_800px-Olaf_Lee_House,jpg,American craftsman style,Y,588,800,9922.941599522483
139_450px-Masonic_Temple%2C_Mechanicsburg%2C_blue_sky,jpg,American craftsman style,Y,600,450,2771.9899586485476
140_800px-William_King_House,jpg,American craftsman style,Y,536,800,5710.3849564248785
142_450px-Masonic_Temple%2C_Mechanicsburg 2,jpg,American craftsman style,Y,600,450,1351.6567628117284
142_450px-Masonic_Temple%2C_Mechanicsburg,jpg,American craftsman style,Y,600,450,1351.6567628117284
146_800px-Soloman_Levy_House,jpg,American craftsman style,Y,600,800,2103.8586526775216
14_800px-Floyd_and_Glenora_Dycus_House,jpg,American craftsman style,Y,450,800,5528.584297176474
150_800px-William_King_House_in_Canal_Winchester,jpg,American craftsman style,Y,600,800,4646.587628355009
151_800px-Edward_Ransbottom_House,jpg,American craftsman style,Y,600,800,3443.9938489387923
152_800px-Defiance_Public_Library,jpg,American craftsman style,Y,600,800,2639.8661820520347
153_800px-Bruns-Wynkoop_House,jpg,American craftsman style,Y,600,800,5594.686903819732
156_800px-Winthrop_near_Fulton_in_Olde_Towne_Toledo,jpg,American craftsman style,Y,450,800,3602.056847596048
15_800px-W,jpg,American craftsman style,Y,600,800,2604.4025566824253
161_800px-First_Presbyterian_Church%2C_Napoleon,jpg,American craftsman style,Y,600,800,2049.737229877153
162_800px-First_Presbyterian_Church%2C_Napoleon_1,jpg,American craftsman style,Y,567,800,3984.3042812636395
165_644px-4703_MacArthur_Boulevard%2C_N,jpg,American craftsman style,Y,599,644,20179.223203312617
167_800px-Potomac_Boat_Club%2C_DC,jpg,American craftsman style,Y,527,800,2168.258451094689
179_800px-Woman%27s_National_Democratic_Club,JPG,American craftsman style,Y,585,800,7552.374923475049
17_800px-Neal_House_near_Milton,jpg,American craftsman style,Y,600,800,1477.494161506249
18_800px-Beatrice%2C_Nebraska_610_N_11_St,JPG,American craftsman style,Y,473,800,5833.3221951987025
195_800px-Eppich_Apartments,JPG,American craftsman style,Y,533,800,5345.786139024305
196_800px-Hotchkiss_Methodist_Episcopal_Church,JPG,American craftsman style,Y,456,800,5377.959495597203
197_800px-First_Presbyterian_Church_of_Eckert,JPG,American craftsman style,Y,508,800,6909.334639002514
198_800px-M,JPG,American craftsman style,Y,556,800,6573.785451404407
19_800px-Beatrice%2C_Nebraska_602_N_11_St,JPG,American craftsman style,Y,595,800,4448.625691799418
1_800px-Maui-Makawao-GomesHouse-frontsteps,JPG,American craftsman style,Y,600,800,3687.0314153960994
200_800px-Harvey_J,JPG,American craftsman style,Y,533,800,5148.177181791399
201_800px-Geneva_Home,JPG,American craftsman style,Y,474,800,4437.72673465019
202_800px-Knight-Wood_House,JPG,American craftsman style,Y,535,800,2941.1230872462793
203_800px-Buchtel_Bungalow,JPG,American craftsman style,Y,383,800,16013.716478778884
205_800px-W,JPG,American craftsman style,Y,440,800,11394.767503787793
208_800px-Jerome_School_22,jpg,American craftsman style,Y,600,800,2314.2779407145254
209_800px-Linebarger_House%2C_Bentonville%2C_AR,jpg,American craftsman style,Y,600,800,8251.69091915183
20_800px-House_on_Brenstrom_farmstead_%28Phelps_Co%2C_Nebraska%29_7,JPG,American craftsman style,Y,513,800,3931.795970218977
21_800px-Beatrice%2C_Nebraska_802_N_7_St,JPG,American craftsman style,Y,487,800,9450.582322808923
22_800px-Beatrice%2C_Nebraska_909_N_11_St,JPG,American craftsman style,Y,470,800,4541.539730640787
235_800px-Calhoun_House_-_Grants_Pass_Oregon,jpg,American craftsman style,Y,560,800,6210.103626441129
238_729px-Hazel_Hall_House_Portland,JPG,American craftsman style,Y,600,729,4504.877972157427
239_800px-Daue_House_-_Salem_Oregon,jpg,American craftsman style,Y,600,800,3090.3847480997088
23_800px-Beatrice%2C_Nebraska_702_N_11_St_from_S_1,JPG,American craftsman style,Y,468,800,5720.083515468167
240_800px-Clemens_House_-_Grants_Pass_Oregon,jpg,American craftsman style,Y,600,800,4451.677553286343
241_800px-Gates-Richardson_House_-_Medford_Oregon,jpg,American craftsman style,Y,600,800,6278.7582744199035
244_800px-Walter_V,jpg,American craftsman style,Y,533,800,6385.428671035595
245_800px-Toft_Joseph_House_-_Medford_Oregon,jpg,American craftsman style,Y,600,800,4464.3976799027105
247_800px-Smith_House_-_Grants_Pass_Oregon,jpg,American craftsman style,Y,469,800,5214.120052253809
248_800px-Hubbard_House_-_Medford_Oregon,jpg,American craftsman style,Y,600,800,4842.174496986914
24_800px-Hastings%2C_Nebraska_907_N_Burlington_Ave,JPG,American craftsman style,Y,563,800,12733.696329013486
251_800px-Dodge_House_Geneva_-_Medford_Oregon,jpg,American craftsman style,Y,600,800,4394.437844284287
253_799px-Van_Hoevenberg_House_-_Gold_Hill_Oregon,jpg,American craftsman style,Y,600,799,10036.359323285227
254_780px-Badger_House_-_Ashland_Oregon,jpg,American craftsman style,Y,600,780,7968.31031973448
255_800px-Paul_Londershausen_House_%28Dayton%2C_Oregon%29,jpg,American craftsman style,Y,533,800,5299.703562587038
257_780px-Winkler_Rental_House_-_Ashland_Oregon,jpg,American craftsman style,Y,600,780,6218.859559615675
25_800px-Hastings%2C_Nebraska_806_N_Lincoln_Ave,JPG,American craftsman style,Y,588,800,5432.133141102049
260_800px-Woerner_House_-_Portland_Oregon,jpg,American craftsman style,Y,489,800,9729.208866592993
26_800px-Beatrice%2C_Nebraska_923_N_7_St,JPG,American craftsman style,Y,496,800,5321.259318867837
271_800px-Roper_House_Complex,jpg,American craftsman style,Y,531,800,5413.6639963849
273_800px-Harold_Doyle_House_%28Yankton%2C_SD%29_from_SW,JPG,American craftsman style,Y,522,800,5678.002417713565
274_800px-Harold_Doyle_House_%28Yankton%2C_SD%29_from_S,JPG,American craftsman style,Y,477,800,5653.561892301058
279_800px-Knight-Mangum_House,jpg,American craftsman style,Y,600,800,2668.184945894375
281_800px-Hyland_Hotel_Monticello_Utah,jpg,American craftsman style,Y,600,800,3180.085072913177
28_800px-Beatrice%2C_Nebraska_714_N_11_St,JPG,American craftsman style,Y,511,800,4843.255397732382
29_800px-Beatrice%2C_Nebraska_915_N_11_St 2,JPG,American craftsman style,Y,475,800,2297.6752153481993
29_800px-Beatrice%2C_Nebraska_915_N_11_St,JPG,American craftsman style,Y,475,800,2297.6752153481993
2_800px-Quaker_Hill_Historic_District_-_140_Old_Norwich_Rd%2C_New_London_County_CT,jpg,American craftsman style,Y,578,800,8393.393440543125
30_799px-Beatrice%2C_Nebraska_616_N_11_St,JPG,American craftsman style,Y,599,799,6322.592339999186
31_800px-Hastings%2C_Nebraska_800_N_Lexington_Ave,JPG,American craftsman style,Y,513,800,4569.339482482011
32_800px-Beatrice%2C_Nebraska_722_N_11_St,JPG,American craftsman style,Y,481,800,3178.6269770650365
332_800px-Abernathy-Shaw_House_c,jpg,American craftsman style,Y,600,800,9626.133947841423
335_800px-303_West_Tuskeena_Street_Wetumpka_Sept10,jpg,American craftsman style,Y,600,800,8500.99409233816
336_800px-300s_Rose_Lane_Montgomery_July_2009,jpg,American craftsman style,Y,600,800,5276.136173241044
338_800px-Patrick_Farrish_House_02,JPG,American craftsman style,Y,600,800,5193.15651776589
339_800px-Tankersley_Rosenwald_School_01,jpg,American craftsman style,Y,600,800,1876.7503451756775
33_800px-Beatrice%2C_Nebraska_923_N_11_St,JPG,American craftsman style,Y,464,800,5853.342345975599
344_800px-125-glenwood-onk-tn1,jpg,American craftsman style,Y,589,800,6778.792958079349
347_800px-2222-island-home-blvd-knox-tn1,jpg,American craftsman style,Y,517,800,6648.297463923438
348_800px-2903-fountain-park-knoxville-tn1,jpg,American craftsman style,Y,468,800,8601.877387894443
34_782px-Beatrice%2C_Nebraska_820_N_7_St,JPG,American craftsman style,Y,600,782,4884.868482485554
350_800px-Clear_Creek_Christian_Church_near_Bloomington,jpg,American craftsman style,Y,600,800,3688.2416318338546
35_800px-Beatrice%2C_Nebraska_702_N_11_St_from_W_1,JPG,American craftsman style,Y,560,800,8082.368928837146
36_800px-Beatrice%2C_Nebraska_822_N_11_St,JPG,American craftsman style,Y,526,800,4969.259397081693
373_800px-Sacred_Heart_Convent_in_Whiting,jpg,American craftsman style,Y,600,800,4710.619618655486
384_800px-Charles_Sweeton_House,jpg,American craftsman style,Y,450,800,6351.410896200656
389_800px-Presbyterian_church_in_Edinburgh%2C_Indiana,jpg,American craftsman style,Y,600,800,5831.311277621089
38_800px-Broomfield_Rowhouse_from_S,JPG,American craftsman style,Y,529,800,1861.7858080837177
396_800px-Dr,jpg,American craftsman style,Y,600,800,3672.622368294116
399_800px-Rock_Jenkins_House,jpg,American craftsman style,Y,600,800,5735.64244129321
39_800px-Broomfield_Rowhouse_from_SW,JPG,American craftsman style,Y,441,800,2006.0027718576403
411_800px-Hunter_Avenue_East%2C_720%2C_Elm_Heights_HD,jpg,American craftsman style,Y,600,800,4427.732399770339
416_800px-Washington_Street_South%2C_1300%2C_Monon_SA,jpg,American craftsman style,Y,600,800,6403.862820617035
418_800px-Eighth_Street%2C_816-820%2C_University_Courts,jpg,American craftsman style,Y,600,800,2882.168756940123
419_800px-Park_Avenue%2C_525-527%2C_University_Courts,jpg,American craftsman style,Y,600,800,4679.640515986105
41_800px-Broomfield_Rowhouse_from_S_1,JPG,American craftsman style,Y,541,800,2035.894178000166
420_800px-Eighth_Street%2C_804%2C_University_Courts,jpg,American craftsman style,Y,600,800,2163.964454082061
421_800px-Fess_Avenue%2C_406%2C_University_Courts,jpg,American craftsman style,Y,600,800,5373.721919447916
422_800px-Walnut_Street_North_804%2C_Cottage_Grove_HD,jpg,American craftsman style,Y,450,800,5150.65395642397
426_800px-Howe_Street_West_830%2C_Prospect_Hill_SA,jpg,American craftsman style,Y,600,800,5380.715698391809
427_800px-First_Street_East%2C_409%2C_East_Second_Street_HD,jpg,American craftsman style,Y,600,800,5995.944013040952
42_800px-Broomfield_Rowhouse_from_SW_2,JPG,American craftsman style,Y,474,800,1784.8937459503122
433_800px-Grant_Street_North_416%2C_Furniture_Factory_SA,jpg,American craftsman style,Y,600,800,2939.476321069038
435_800px-Walnut_Street_South%2C_1315%2C_Monon_SA,jpg,American craftsman style,Y,600,800,3442.1825167438415
437_800px-Tenth_Street_East_723%2C_Andrews_Park_SA,jpg,American craftsman style,Y,600,800,6196.682078319723
442_800px-University_Street_East%2C_726%2C_Elm_Heights_HD,jpg,American craftsman style,Y,600,800,2666.9091379999877
443_800px-Grant_Street_South%2C_408%2C_South_Dunn_Street_HD,jpg,American craftsman style,Y,600,800,7853.580865231767
446_800px-Washington_Street_North_812-814%2C_Cottage_Grove_HD,jpg,American craftsman style,Y,600,800,7006.668676072712
447_800px-Ninth_Street%2C_710-712%2C_University_Courts,jpg,American craftsman style,Y,600,800,4592.130086799177
449_800px-Madison_Street_South_320%2C_Prospect_Hill_SA,jpg,American craftsman style,Y,600,800,4135.39266545361
450_800px-Tenth_Street_East_821%2C_Andrews_Park_SA,jpg,American craftsman style,Y,600,800,4399.641111001295
451_800px-Lincoln_Street_South%2C_701%2C_Bryan_Park_SA,jpg,American craftsman style,Y,600,800,8910.101741806206
452_800px-Grant_Street_South%2C_400%2C_South_Dunn_Street_HD,jpg,American craftsman style,Y,600,800,8336.693830187372
453_800px-Ballantine_Road_South%2C_405%2C_Elm_Heights_HD,jpg,American craftsman style,Y,600,800,6523.555001827044
458_800px-Second_Street_East%2C_440%2C_East_Second_Street_HD,jpg,American craftsman style,Y,600,800,1904.6949850504611
460_800px-Rogers_Street_South_1017%2C_McDoel_Gardens,jpg,American craftsman style,Y,600,800,3155.5668886265257
462_800px-Park_Avenue%2C_405-407%2C_Feltus_Duplex%2C_University_Courts,jpg,American craftsman style,Y,600,800,3647.0895803770118
466_800px-Eighth_Street_East_215_in_Bloomington,jpg,American craftsman style,Y,600,800,6121.7844190518235
467_800px-University_Street_East%2C_601%2C_East_Second_Street_HD,jpg,American craftsman style,Y,600,800,4816.255628877812
476_800px-Washington_Street_North_800%2C_Cottage_Grove_HD,jpg,American craftsman style,Y,600,800,9335.611915688767
478_800px-First_Street_East_114_in_Bloomington,jpg,American craftsman style,Y,600,800,4389.374775442745
480_800px-Atwater_Avenue_East%2C_610%2C_Elm_Heights_HD,jpg,American craftsman style,Y,600,800,4524.685175206385
482_800px-Indiana_Avenue_North_215%2C_North_Indiana_Avenue_HD,jpg,American craftsman style,Y,600,800,6285.068434052772
483_800px-Smith_Avenue_East%2C_400%2C_South_Dunn_Street_HD,jpg,American craftsman style,Y,600,800,2603.3046768782965
484_800px-First_Street_East%2C_611%2C_Elm_Heights_HD,jpg,American craftsman style,Y,600,800,6155.561048468261
486_800px-Jordan_Avenue_South%2C_417%2C_Elm_Heights_HD,jpg,American craftsman style,Y,600,800,6949.146647949401
488_800px-First_Street_East%2C_416%2C_East_Second_Street_HD,jpg,American craftsman style,Y,600,800,3700.621495489475
489_800px-Dunn_Street_North_222%2C_North_Indiana_Avenue_HD,jpg,American craftsman style,Y,600,800,3129.692603692213
490_800px-Atwater_Avenue_East%2C_1308-1310%2C_Elm_Heights_HD,jpg,American craftsman style,Y,600,800,6191.236843187956
493_800px-Morton_Street_South_736%2C_McDoel_Gardens,jpg,American craftsman style,Y,450,800,3277.564261350289
496_800px-Lincoln_Street_South%2C_416%2C_East_Second_Street_HD,jpg,American craftsman style,Y,600,800,6660.245093045093
497_800px-Second_Street_East%2C_518%2C_East_Second_Street_HD,jpg,American craftsman style,Y,600,800,3681.321994231823
498_800px-Highland_Avenue_South%2C_413%2C_Elm_Heights_HD,jpg,American craftsman style,Y,600,800,6825.286146878693
501_800px-Seventh_Street_West_702%2C_Bloomington_West_Side_HD,jpg,American craftsman style,Y,600,800,6960.096056337327
502_800px-Fourth_Street%2C_715%2C_Steele_Dunning,jpg,American craftsman style,Y,600,800,3712.247315479732
503_800px-Rogers_Street_South_501%2C_Prospect_Hill_SA,jpg,American craftsman style,Y,450,800,2579.2982953350393
504_800px-Washington_Street_South%2C_1303%2C_Monon_SA,jpg,American craftsman style,Y,450,800,5188.080925830862
505_800px-Walnut_Street_South%2C_1424%2C_Monon_SA,jpg,American craftsman style,Y,600,800,3428.3677643515243
506_800px-Ninth_Street_East_412%2C_Furniture_Factory_SA,jpg,American craftsman style,Y,600,800,1719.0900975986958
507_800px-Washington_Street_South_1112_in_Bloomington,jpg,American craftsman style,Y,600,800,6492.208453010837
509_800px-Lincoln_Street_North_320_in_Bloomington,jpg,American craftsman style,Y,600,800,5036.502570359952
511_800px-Atwater_Avenue_East%2C_730%2C_Elm_Heights_HD,jpg,American craftsman style,Y,600,800,2707.1016751314723
513_800px-Ballantine_Road_South%2C_412-414%2C_Elm_Heights_HD,jpg,American craftsman style,Y,600,800,5049.365699398609
515_800px-Park_Avenue_South%2C_519%2C_Elm_Heights_HD,jpg,American craftsman style,Y,600,800,3577.8608913602043
521_800px-First_Street_East%2C_905%2C_Elm_Heights_HD,jpg,American craftsman style,Y,600,800,6311.181310151209
522_800px-Lincoln_Street_North_610%2C_Cottage_Grove_HD,jpg,American craftsman style,Y,600,800,4361.49838588526
524_800px-Walnut_Street_South%2C_1403%2C_Monon_SA,jpg,American craftsman style,Y,450,800,7195.297004227737
526_800px-Fess_Avenue_South%2C_521%2C_East_Second_Street_HD,jpg,American craftsman style,Y,600,800,2751.865483755199
527_800px-Washington_Street_South%2C_1401-1403%2C_Monon_SA,jpg,American craftsman style,Y,600,800,3099.105210209897
529_800px-First_Street_1112%2C_Vinegar_Hill_HD,jpg,American craftsman style,Y,600,800,4877.571932046842
531_800px-Eighth_Street_East_209_in_Bloomington%2C_Showers_Inn,jpg,American craftsman style,Y,600,800,7351.672593578447
532_800px-Ninth_Street%2C_714%2C_University_Courts,jpg,American craftsman style,Y,600,800,4051.1264809653635
535_800px-Ninth_Street%2C_801%2C_University_Courts,jpg,American craftsman style,Y,450,800,2490.0788338572825
538_800px-First_Street_East_106_in_Bloomington,jpg,American craftsman style,Y,600,800,2185.413943350369
540_800px-Park_Avenue_South%2C_700%2C_Elm_Heights_HD,jpg,American craftsman style,Y,600,800,4479.568137036866
542_800px-Washington_Street_South%2C_1001%2C_Bryan_Park_SA,jpg,American craftsman style,Y,450,800,7421.505826075716
543_800px-First_Street_East%2C_807%2C_Elm_Heights_HD,jpg,American craftsman style,Y,600,800,7086.382325027763
544_800px-Park_Avenue%2C_501%2C_Ellis_Johnson_House%2C_University_Courts,jpg,American craftsman style,Y,600,800,2474.1445182906164
546_800px-Washington_Street_South%2C_1407%2C_Monon_SA,jpg,American craftsman style,Y,600,800,3377.5632896965967
547_800px-Eighth_Street%2C_718-720%2C_Bowman_House%2C_University_Courts,jpg,American craftsman style,Y,600,800,1582.2186775138196
565_800px-Walnut_Street_South%2C_1401%2C_Monon_SA,jpg,American craftsman style,Y,450,800,3652.8079435139502
566_800px-Park_Avenue_South%2C_518%2C_Elm_Heights_HD,jpg,American craftsman style,Y,600,800,3038.085284066874
568_800px-Park_Avenue_South%2C_523%2C_Elm_Heights_HD,jpg,American craftsman style,Y,600,800,3736.789985320275
575_800px-Park_Avenue%2C_505%2C_Workshop_Park_4%2C_University_Courts,jpg,American craftsman style,Y,600,800,2443.1652695149264
588_800px-University_Street_East%2C_824%2C_Elm_Heights_HD,jpg,American craftsman style,Y,600,800,2030.8995874353996
596_800px-Alice_Avenue_East_412%2C_Furniture_Factory_SA,jpg,American craftsman style,Y,600,800,2588.677440985677
600_800px-Fess_Avenue%2C_519%2C_University_Courts,jpg,American craftsman style,Y,600,800,6346.598894337617
605_800px-Linton_Public_Library%2C_western_side,jpg,American craftsman style,Y,600,800,2287.6640010751366
609_800px-Linton_Public_Library%2C_front,jpg,American craftsman style,Y,600,800,1242.9143627582644
610_800px-The_Gramse%2C_southern_side,jpg,American craftsman style,Y,450,800,1917.7649216075583
614_800px-The_Gramse%2C_front,jpg,American craftsman style,Y,450,800,2924.3508829132375
632_800px-Newton_house_%28Sioux_City%29_from_W_1,JPG,American craftsman style,Y,523,800,5388.953685844359
644_800px-Newton_house_%28Sioux_City%29_from_NW_1,JPG,American craftsman style,Y,459,800,7810.049016759797
668_800px-USA-Vallejo-502_Ohio_Street 2,jpg,American craftsman style,Y,532,800,1508.4416599939104
668_800px-USA-Vallejo-502_Ohio_Street,jpg,American craftsman style,Y,532,800,1508.4416599939104
670_800px-USA-San_Jose-155_West_Reed_Street,jpg,American craftsman style,Y,532,800,5660.201666894669
67_800px-Glide_Ranger_Station_-_Glide_Oregon,jpg,American craftsman style,Y,600,800,6237.984626412177
681_745px-Eyraud_Residence_%28Los_Angeles%29,jpg,American craftsman style,Y,599,745,1331.7703192132994
716_800px-Seattle_-_2609_Broadway_E_01,jpg,American craftsman style,Y,531,800,10390.622388169195
718_800px-Seattle_-_4764_Beach_Dr,jpg,American craftsman style,Y,600,800,4670.807784758334
723_800px-Seattle_-_4710_Beach_Dr,jpg,American craftsman style,Y,600,800,1624.477550654536
